sciname,lat,lon,source
Leopardus munoai,-28.92,-54.96,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-31.14,-55.03,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.48,-55.06,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.18,-55.10,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.68,-55.14,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.59,-55.23,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.80,-55.24,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.35,-55.28,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.02,-55.34,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.96,-55.44,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.08,-55.47,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.97,-55.53,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.74,-55.56,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.89,-55.58,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.76,-55.68,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-32.91,-55.69,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.28,-55.79,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.51,-55.96,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-31.95,-56.03,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-30.25,-56.10,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.96,-56.22,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-31.81,-56.26,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.16,-56.36,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.56,-56.38,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.98,-56.48,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-32.67,-56.49,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-32.76,-56.52,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-29.85,-56.92,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.32,-56.93,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.43,-57.02,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.40,-57.03,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.34,-57.05,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-28.82,-57.55,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-27.44,-57.59,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-32.26,-58.03,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-32.71,-58.14,https://doi.org/10.1016/j.jnc.2021.126009
Leopardus munoai,-33.52,-58.22,https://doi.org/10.1016/j.jnc.2021.126009
Lundomys molitor,-28.77,-53.67,Mamíferos do Rio Grande do Sul
Lundomys molitor,-28.93,-53.67,Mamíferos do Rio Grande do Sul
Lundomys molitor,-30.02,-51.22,Mamíferos do Rio Grande do Sul
Lundomys molitor,-28.93,-53.67,"Mammals of South America, Volume 2, Rodentia"
Lundomys molitor,-33.23,-54.38,"Mammals of South America, Volume 2, Rodentia"
Lundomys molitor,-33.67,-54.33,"Mammals of South America, Volume 2, Rodentia"
Lundomys molitor,-33.83,-57.38,"Mammals of South America, Volume 2, Rodentia"
Lundomys molitor,-34.78,-55.87,"Mammals of South America, Volume 2, Rodentia"
Myotis pampa,-30.62,-57.83,Novaes et al 2022. Myotis pampa
Myotis pampa,-31.63,-56.32,Novaes et al 2022. Myotis pampa
Necromys obscurus,-34.53,-57.05,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-34.75,-55.84,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-34.78,-55.87,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-34.79,-56.36,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-34.80,-56.22,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-34.82,-56.35,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-34.88,-56.03,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-34.90,-54.95,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-37.70,-57.41,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-37.74,-59.26,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-38.18,-59.01,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-38.20,-57.79,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-38.22,-57.78,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-38.30,-59.39,"Mammals of South America, Volume 2, Rodentia"
Necromys obscurus,-38.55,-58.74,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus josei,-33.83,-57.38,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus josei,-34.75,-55.33,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-29.17,-50.08,Mamíferos do Rio Grande do Sul
Oxymycterus nasutus,-29.33,-50.52,Mamíferos do Rio Grande do Sul
Oxymycterus nasutus,-24.78,-50.00,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-25.45,-49.07,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-29.07,-49.99,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-29.07,-49.99,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-29.20,-50.25,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-29.98,-51.63,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-31.37,-51.97,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-32.37,-54.18,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-32.65,-52.60,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-33.78,-54.05,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-34.67,-54.92,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus nasutus,-34.78,-55.87,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-37.73,-62.27,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-38.22,-57.78,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-38.73,-62.27,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-34.85,-57.92,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-36.42,-56.95,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-37.32,-59.15,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-37.13,-56.88,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-31.10,-64.37,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-33.02,-64.37,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-32.37,-62.32,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-31.93,-65.20,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-29.15,-59.26,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-27.71,-57.19,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-33.02,-58.52,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-31.38,-58.12,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-20.38,-42.88,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-20.75,-42.88,"Mammals of South America, Volume 2, Rodentia"
Oxymycterus rufus,-20.75,-42.88,"Mammals of South America, Volume 2, Rodentia"
Phyllotis bonariensis,-38.15,-61.98,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-31.86,-54.08,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-29.15,-59.26,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-29.95,-58.62,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-32.18,-60.20,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-32.76,-53.72,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-33.71,-59.03,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-33.78,-54.05,"Mammals of South America, Volume 2, Rodentia"
Reithrodon typicus,-34.90,-54.95,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-24.97,-58.82,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-25.08,-57.77,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-25.18,-56.40,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-25.20,-58.12,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-26.18,-59.25,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-26.52,-57.23,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-26.78,-58.95,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-27.40,-56.75,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-27.95,-58.81,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-28.52,-59.13,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-28.55,-56.04,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-28.62,-56.02,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-28.65,-57.47,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-29.07,-60.18,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-29.75,-59.78,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-33.49,-60.00,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-34.67,-57.38,"Mammals of South America, Volume 2, Rodentia"
Scapteromys aquaticus,-36.42,-56.95,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-25.47,-49.05,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-28.05,-51.19,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-29.07,-49.99,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-29.07,-49.99,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-29.20,-50.25,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-30.08,-51.13,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-30.40,-56.63,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-31.32,-54.10,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-32.02,-54.57,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-32.49,-52.58,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-34.59,-54.18,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-34.83,-57.55,"Mammals of South America, Volume 2, Rodentia"
Scapteromys tumidus,-34.92,-54.85,"Mammals of South America, Volume 2, Rodentia"
Thylamys citellus,-29.15,-59.27,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-29.79,-58.05,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-30.68,-58.78,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-30.72,-59.00,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-30.76,-59.64,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-30.95,-58.78,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-31.73,-60.30,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-31.88,-58.26,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-32.35,-58.44,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-32.61,-58.52,"(PDF) Diversity and distribution of the mouse opossums of the genus Thylamys (Didelphimorphia, Didelphidae) in north-eastern and central Argentina. Available from: https://www.researchgate.net/publication/236904308_Diversity_and_distribution_of_the_mouse"
Thylamys citellus,-29.13,-59.27,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys citellus,-30.75,-59.65,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys citellus,-32.35,-58.43,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys citellus,-31.73,-60.30,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-31.43,-64.20,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-32.65,-62.30,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-36.47,-65.33,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-36.74,-64.25,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-37.77,-64.03,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-38.03,-65.55,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-38.10,-62.23,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-38.15,-61.80,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Thylamys fenestrae,-38.33,-62.65,"Martin, G. M. 2009. Sobre la identidad de Thylamys (Marsupialia, Didelphidae) del oeste pampeano y centrosur del Espinal, Argentina. Mastozoología Neotropical, 16(2): 333-346."
Wilfredomys oenax,-23.42,-45.12,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-25.43,-49.27,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-28.13,-56.55,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-29.75,-57.08,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-30.42,-57.65,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-31.37,-51.97,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-31.50,-55.50,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-32.72,-55.33,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-33.23,-54.38,"Mammals of South America, Volume 2, Rodentia"
Wilfredomys oenax,-33.50,-55.50,"Mammals of South America, Volume 2, Rodentia"
